Application Name:	ZOOMA (Automatic Ontology Mapper)
Version:	2.0
Run at:	20:28.03, 13.06.20
Run from:	http://www.ebi.ac.uk/fgpt/zooma


PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	Primary angle-closure glaucoma	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified glaucoma	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified glaucoma	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Glaucoma	glaucoma		High	EFO_0000516	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Use of antiglaucoma preparations and miotics	Antiglaucoma preparations and miotics use measurement		Good	EFO_0009944	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Primary open-angle glaucoma	open-angle glaucoma		High	EFO_0004190	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Glaucoma secondary to other eye disorders	glaucoma		Good	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Glaucoma suspect	glaucoma		Good	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of globe	eye disease		High	EFO_0003966	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Herpesviral keratitis and keratoconjunctivitis	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Heterophoria	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hordeolum and other deep inflammation of eyelid	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Hypermetropia	Hypermetropia		High	HP_0000540	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Intermittent heterotropia	Intermittent hydrarthrosis		Medium	Orphanet_329967	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Intermittent heterotropia	Tetany		Medium	HP_0001281	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute and subacute iridocyclitis	bacterial endocarditis		Good	EFO_1000830	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic iridocyclitis	Iridocyclitis		Medium	HP_0001094	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic iridocyclitis	Chronic		Medium	HP_0011010	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Iridocyclitis	Iridocyclitis		High	HP_0001094	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Keratitis	keratitis		High	EFO_0009449	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other keratitis	keratitis		Good	EFO_0009449	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of lacrimal gland	lacrimal gland neoplasm		Medium	MONDO_0021222	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of lacrimal gland	lacrimal gland carcinoma		Medium	MONDO_0002463	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of lacrimal system	lacrimal apparatus disease		High	EFO_0009455	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of lens	lens disease		Good	EFO_0009674	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of eyelid, lacrimal system and orbit	parasitic infection		Good	EFO_0001067	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Degeneration of macula and posterior pole	degeneration of macula and posterior pole		Good	MONDO_0002175	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetic maculopathy	type II diabetes mellitus, diabetic maculopathy	; 	Medium	EFO_0001360, EFO_0010133	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetic maculopathy	type II diabetes mellitus		Medium	EFO_0001360	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetic maculopathy	diabetic maculopathy		Medium	EFO_0010133	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetic maculopathy	visual acuity measurement, type II diabetes mellitus, diabetic maculopathy	; ; 	Medium	EFO_0008385, EFO_0001360, EFO_0010133	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Moderate visual impairment, binocular	Visual impairment		Medium	HP_0000505	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Moderate visual impairment, binocular	Moderate sensorineural hearing impairment		Medium	HP_0008504	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Myopia	Myopia		High	HP_0000545	http://purl.obolibrary.org/obo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of ocular muscles, binocular movement, accommodation and refraction	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ocular pain	Ocular pain		Good	HP_0200026	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of optic nerve and visual pathways	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Optic neuritis	optic neuritis		High	EFO_0007405	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of optic [2nd] nerve and visual pathways	psoriasis		Good	EFO_0000676	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of orbit	disease of orbital region		High	EFO_0009664	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of conjunctiva	Conjunctival Disorder		High	EFO_1000203	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Sixth [abducent] nerve palsy	Bell's palsy		Good	EFO_0007167	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Paralytic strabismus	paralytic strabismus		High	EFO_0009678	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Peripheral retinal degeneration	macular degeneration		Good	EFO_0009606	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Presbyopia	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Pterygium	pterygium		High	EFO_0000678	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ptosis of eyelid	ptosis (disease)		Medium	MONDO_0000728	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ptosis of eyelid	Congenital ptosis		Medium	Orphanet_91411	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of refraction and accommodation	Abnormality of refraction		High	HP_0000539	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal breaks without detachment	rhegmatogenous retinal detachment		Medium	EFO_0005240	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal breaks without detachment	retinal detachment		Medium	EFO_0005773	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal detachments and breaks	retinal detachment		High	EFO_0005773	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal detachment with retinal break	rhegmatogenous retinal detachment		High	EFO_0005240	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other, unspecified and serous retinal detachments	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other retinal disorders	retinopathy		High	EFO_0003839	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified and unspecified retinal disorders	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified and unspecified retinal disorders	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Separation of retinal layers (serosa)	retinal degeneration		Medium	MONDO_0004580	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Separation of retinal layers (serosa)	retinal cell cancer		Medium	MONDO_0004338	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal vascular disorders	retinal vascular occlusion		Medium	MONDO_0002089	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal vascular disorders	vascular hemostatic disease		Medium	MONDO_0003159	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetic retinopathy	diabetic retinopathy		Good	EFO_0003770	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetic background retinopathy	non-proliferative diabetic retinopathy		Medium	EFO_0009760	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diabetic background retinopathy	diabetic retinopathy		Medium	EFO_0003770	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other diabetic retinopathy	diabetic retinopathy		Medium	EFO_0003770	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other diabetic retinopathy	proliferative diabetic retinopathy		Medium	EFO_0009322	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Proliferative diabetic retinopathy	proliferative diabetic retinopathy		High	EFO_0009322	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Retinal vascular occlusion	retinal vein occlusion		High	EFO_1001157	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified vascular occlusions	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified vascular occlusions	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of sclera, cornea, iris and ciliary body	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Scleritis and episcleritis	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Stenosis and insufficiency of lacrimal passages	congenital mitral valve insufficiency and/or stenosis		Good	MONDO_0019817	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Strabismus	Strabismus		High	HP_0000486	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other strabismus	Strabismus		High	HP_0000486	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)	allergic conjunctivitis		Medium	EFO_0007141	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)	conjunctivitis		Medium	EFO_0009450	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vertical strabismus	Strabismus		Medium	HP_0000486	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vertical strabismus	Essential strabismus		Medium	Orphanet_98682	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified visual disturbances	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified visual disturbances	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual field defects	Visual field defect		Good	HP_0001123	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual disturbances and blindness	Congenital stationary night blindness		Medium	Orphanet_215	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual disturbances and blindness	Blindness		Medium	HP_0000618	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual disturbances and blindness	Visual impairment		Medium	HP_0000505	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Visual disturbances	Visual impairment		High	HP_0000505	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Subjective visual disturbances	Sleep Disorder		Medium	EFO_0008568	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Subjective visual disturbances	disturbances of sensation of smell and taste		Medium	EFO_0009543	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of vitreous body	vitreous body disease		High	EFO_0008624	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of vitreous body and globe	vitreous body disease		Good	EFO_0008624	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vitreous haemorrhage	vitreous detachment		Good	EFO_1001238	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other vitreous opacities	vitreous detachment		Medium	EFO_1001238	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other vitreous opacities	cataract		Medium	EFO_0001059	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified disorders of vitreous body	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified disorders of vitreous body	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign paroxysmal vertigo	Benign paroxysmal torticollis of infancy		Medium	Orphanet_71518	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Benign paroxysmal vertigo	Familial Mediterranean fever		Medium	Orphanet_342	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Impacted cerumen	Impacted tooth		Good	HP_0011079	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Cholesteatoma of middle ear	cholesteatoma of middle ear		High	EFO_1000678	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic suppurative otitis media	chronic non-suppurative otitis media		Medium	MONDO_0021206	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic suppurative otitis media	non-suppurative otitis media		Medium	MONDO_0001212	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Conductive and sensorineural hearing loss	sensorineural hearing loss		High	EFO_1001176	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of the ear and mastoid process	cholesteatoma of middle ear		Medium	EFO_1000678	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of the ear and mastoid process	auditory system disease		Medium	EFO_1001455	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified disorders of external ear	glaucoma		Good	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of external ear	cholesteatoma of external ear		Good	EFO_1000677	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Otitis externa	Chronic otitis media		Good	HP_0000389	http://purl.obolibrary.org/obo/	https://www.targetvalidation.org	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Otitis externa	otitis externa		Good	EFO_0009560	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other infective otitis externa	otitis externa		Good	EFO_0009560	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Otitis externa, unspecified	otitis externa		Medium	EFO_0009560	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Otitis externa, unspecified	suppurative otitis media		Medium	EFO_0007503	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other otitis externa (chronic)	otitis externa		Good	EFO_0009560	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Conductive hearing loss, unspecified	Conductive hearing impairment		Medium	HP_0000405	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Conductive hearing loss, unspecified	Bilateral conductive hearing impairment		Medium	HP_0008513	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Sudden idiopathic hearing loss	hearing loss		Medium	EFO_0004238	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Sudden idiopathic hearing loss	nonsyndromic deafness		Medium	EFO_0009076	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mixed conductive and sensorineural hearing loss	X-linked mixed deafness with perilymphatic gusher		Good	Orphanet_383	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified hearing loss	hearing loss		Medium	EFO_0004238	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified/unspecified hearing loss	nonsyndromic deafness		Medium	EFO_0009076	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Presbycusis	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Sensorineural hearing loss	sensorineural hearing loss		High	EFO_1001176	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of inner ear	inner ear disease		Good	EFO_0009672	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic mastoiditis	Mastoiditis		Medium	HP_0000265	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Chronic mastoiditis	Chronic		Medium	HP_0011010	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Suppurative and unspecified otitis media	suppurative otitis media		High	EFO_0007503	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Meniere disease	Meniere disease		Good	EFO_0006862	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of middle ear and mastoid	cholesteatoma of middle ear		Medium	EFO_1000678	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Diseases of middle ear and mastoid	auditory system disease		Medium	EFO_1001455	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Noise effects on inner ear	internal ear		Medium	UBERON_0001846	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Noise effects on inner ear	inner ear neoplasm		Medium	MONDO_0024320	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Nonsuppurative otitis media	otitis media with effusion		High	EFO_0007415	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Otalgia	Ear pain		Medium	HP_0030766	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Otalgia	otitis media with effusion		Medium	EFO_0007415	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other disorders of ear	external ear disease		Good	EFO_0009668	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other hearing loss	hearing loss		High	EFO_0004238	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Otitis media, unspecified	suppurative otitis media		Good	EFO_0007503	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Otosclerosis	otosclerosis		High	EFO_0004213	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Perforation of tympanic membrane	tympanic membrane perforation		High	EFO_0009472	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
