"","id","sample.size","ncase","ncontrol","sex","category","subcategory","unit","group_name","build","consortium","year","population","trait","pmid","filename","nsnp","delimiter","header","mr","chr_col","pos_col","oa_col","ea_col","snp_col","pval_col","beta_col","se_col","eaf_col"
"821","finn-a-I9_ICH",90474,668,89806,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Intracerebral haemmorrhage",NA,"finngen_r2_I9_ICH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"822","finn-a-I9_IHD",96499,11139,85360,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Ischaemic heart disease, wide definition",NA,"finngen_r2_I9_IHD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"823","finn-a-I9_INTRACRA",91906,1149,90757,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nontraumatic intracranial haemmorrhage",NA,"finngen_r2_I9_INTRACRA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"824","finn-a-I9_ISCHHEART",96499,10739,85760,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Ischemic heart diseases",NA,"finngen_r2_I9_ISCHHEART.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"825","finn-a-I9_K_CARDIAC",96499,3480,93019,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Death due to cardiac causes",NA,"finngen_r2_I9_K_CARDIAC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"826","finn-a-I9_LBBB",75392,255,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Left bundle-branch block",NA,"finngen_r2_I9_LBBB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"827","finn-a-I9_LYMPHADE",84898,436,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nonspesific lymphadenitis",NA,"finngen_r2_I9_LYMPHADE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"828","finn-a-I9_LYMPHOTH",84604,142,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other noninfective disordersof lymphatic vessels and lymph nodes",NA,"finngen_r2_I9_LYMPHOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"829","finn-a-I9_MI",89825,4065,85760,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Myocardial infarction",NA,"finngen_r2_I9_MI.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"830","finn-a-I9_MI_STRICT",89594,3834,85760,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Myocardial infarction, strict",NA,"finngen_r2_I9_MI_STRICT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"831","finn-a-I9_MYOCARD",56677,299,56378,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Myocarditis",NA,"finngen_r2_I9_MYOCARD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"832","finn-a-I9_NONRHEVALV",78245,3108,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Non-rheumatic valve diseases",NA,"finngen_r2_I9_NONRHEVALV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"833","finn-a-I9_OTH",96499,811,95688,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other CVD",NA,"finngen_r2_I9_OTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"834","finn-a-I9_OTHANEUR",92550,201,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other aneurysm",NA,"finngen_r2_I9_OTHANEUR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"835","finn-a-I9_OTHARR",79913,4776,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other arrhytmias",NA,"finngen_r2_I9_OTHARR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"836","finn-a-I9_OTHHEART",96499,21362,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other heart diseases",NA,"finngen_r2_I9_OTHHEART.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"837","finn-a-I9_OTHILLHEART",75429,292,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other or ill-defined heart diseases",NA,"finngen_r2_I9_OTHILLHEART.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"838","finn-a-I9_OTHOTH",95843,155,95688,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other other unspecified disorders of the circulatory system",NA,"finngen_r2_I9_OTHOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"839","finn-a-I9_OTHPER",92741,392,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other peripheral vascular diseases",NA,"finngen_r2_I9_OTHPER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"840","finn-a-I9_PAD",94732,2383,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Peripheral artery disease",NA,"finngen_r2_I9_PAD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"841","finn-a-I9_PAROXTAC",57999,1621,56378,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Paroxysmal tachycardia",NA,"finngen_r2_I9_PAROXTAC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"842","finn-a-I9_PERICARD",75292,155,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Pericarditis",NA,"finngen_r2_I9_PERICARD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"843","finn-a-I9_PERIPH",92950,601,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Peripheral artery operations in Hilmo",NA,"finngen_r2_I9_PERIPH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"844","finn-a-I9_PHLETHROM",85612,1150,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Phlebitis and thrombophlebitis (not including DVT)",NA,"finngen_r2_I9_PHLETHROM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"845","finn-a-I9_PHLETHROMBDVTLOW",86247,1785,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","DVT of lower extremities",NA,"finngen_r2_I9_PHLETHROMBDVTLOW.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"846","finn-a-I9_POSTAMI",86358,598,85760,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Status post-ami",NA,"finngen_r2_I9_POSTAMI.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"847","finn-a-I9_PULMEMB",96389,1366,95023,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Pulmonary embolism",NA,"finngen_r2_I9_PULMEMB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"848","finn-a-I9_PULMHEART",96499,1476,95023,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Pulmonary heart disease, diseases of pulmonary circulation",NA,"finngen_r2_I9_PULMHEART.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"849","finn-a-I9_PULMOTHHD",95163,140,95023,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other pulmonary heart/vessel disease",NA,"finngen_r2_I9_PULMOTHHD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"850","finn-a-I9_RBBB",75269,132,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Right bundle-branch block",NA,"finngen_r2_I9_RBBB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"851","finn-a-I9_REVACS",96499,3928,92571,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Emergency coronary revascularization (for ACS)",NA,"finngen_r2_I9_REVACS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"852","finn-a-I9_REVASC",89688,3928,85760,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Coronary revascularization (ANGIO or CABG)",NA,"finngen_r2_I9_REVASC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"853","finn-a-I9_RHEUFEV",96499,226,96273,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Rheumatic fever incl heart disease",NA,"finngen_r2_I9_RHEUFEV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"854","finn-a-I9_RHEUVALV",96435,162,96273,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Rheumatic valve diseases",NA,"finngen_r2_I9_RHEUVALV.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"855","finn-a-I9_SAH",90341,576,89765,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Subarachnoid haemmorrhage",NA,"finngen_r2_I9_SAH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"856","finn-a-I9_SAHANEUR",91572,815,90757,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Aneurysms, operations, SAH",NA,"finngen_r2_I9_SAHANEUR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"857","finn-a-I9_SEQULAE",92653,1896,90757,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Sequelae of cerebrovascular disease",NA,"finngen_r2_I9_SEQULAE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"858","finn-a-I9_STR",94284,4477,89807,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Stroke, excluding SAH",NA,"finngen_r2_I9_STR.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"859","finn-a-I9_STR_EXH",94237,4026,90211,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Ischaemic Stroke, excluding all haemorrhages",NA,"finngen_r2_I9_STR_EXH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"860","finn-a-I9_STR_SAH",94301,4876,89425,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Stroke, including SAH",NA,"finngen_r2_I9_STR_SAH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"861","finn-a-I9_THROMBOTH",85139,677,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other embolism and thrombosis",NA,"finngen_r2_I9_THROMBOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"862","finn-a-I9_TIA",93589,3378,90211,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Transient ischemic attack",NA,"finngen_r2_I9_TIA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"863","finn-a-I9_UAP",91620,2296,89324,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unstable angina pectoris",NA,"finngen_r2_I9_UAP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"864","finn-a-I9_VALVES",85503,10366,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Valvular operations",NA,"finngen_r2_I9_VALVES.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"865","finn-a-I9_VARICVE",92105,7643,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Varicose veins",NA,"finngen_r2_I9_VARICVE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"866","finn-a-I9_VARICVEOES",84607,145,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Oesophageal varices",NA,"finngen_r2_I9_VARICVEOES.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"867","finn-a-I9_VARICVESOTH",84924,462,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Varicose veins of other sites",NA,"finngen_r2_I9_VARICVESOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"868","finn-a-I9_VASCDEM",96499,412,96087,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vascular dementia",NA,"finngen_r2_I9_VASCDEM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"869","finn-a-I9_VASCINT",92488,139,92349,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vascular diseases of the intestine",NA,"finngen_r2_I9_VASCINT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"870","finn-a-I9_VASCSYND",96499,258,96241,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vascular syndromes of brain in cerebrovascular disorders",NA,"finngen_r2_I9_VASCSYND.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"871","finn-a-I9_VEINSOTH",86611,2149,84462,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of veins",NA,"finngen_r2_I9_VEINSOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"872","finn-a-I9_VHD",86395,11258,75137,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Valvular heart disease including rheumatic fever",NA,"finngen_r2_I9_VHD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"873","finn-a-I9_VTE",96499,3303,93196,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Venous thromboembolism",NA,"finngen_r2_I9_VTE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"874","finn-a-IBD_BACT_INTEST_INFECTIONS",95949,950,94999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Bacterial intestinal infections, IBD co-morbidities",NA,"finngen_r2_IBD_BACT_INTEST_INFECTIONS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"875","finn-a-IBD_COMORB",96499,64357,32142,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","IBD co-morbidities, not ICD-10 XI",NA,"finngen_r2_IBD_COMORB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"876","finn-a-IBD_ENDOMETRIOSIS",35522,3380,32142,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis, IBD co-morbidity",NA,"finngen_r2_IBD_ENDOMETRIOSIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"877","finn-a-IBD_INFECTIONS",33642,1500,32142,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Infections, IBD-co-morbidities",NA,"finngen_r2_IBD_INFECTIONS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"878","finn-a-IBD_OPERATIONS",96499,14144,82355,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","IBD-related operations",NA,"finngen_r2_IBD_OPERATIONS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"879","finn-a-IBD_PULM",32744,602,32142,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Respiratory diseases principally affecting the interstitium, IBD co-morbidites",NA,"finngen_r2_IBD_PULM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"880","finn-a-IBD_TUBERCULOSIS",95501,502,94999,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Tuberculosis, IBD comorbidity",NA,"finngen_r2_IBD_TUBERCULOSIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"881","finn-a-IBD_VIRAL_HEPATITIS",32506,364,32142,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Viral hepatitis, IBD co-morbidity",NA,"finngen_r2_IBD_VIRAL_HEPATITIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"882","finn-a-ICDMAIN_ANY_ENTRY",96499,94935,1564,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Any ICDMAIN event in hilmo or causes of death",NA,"finngen_r2_ICDMAIN_ANY_ENTRY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"883","finn-a-III_BLOOD_IMMUN",96499,6468,90031,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism",NA,"finngen_r2_III_BLOOD_IMMUN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"884","finn-a-II_NEOPLASM",96499,31217,65282,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Neoplasms",NA,"finngen_r2_II_NEOPLASM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"885","finn-a-ILD",89223,546,88677,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Interstitial lung disease",NA,"finngen_r2_ILD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"886","finn-a-ILD_AZATHIOPRINE",96499,701,95798,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD medications: azathioprine",NA,"finngen_r2_ILD_AZATHIOPRINE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"887","finn-a-ILD_COMORB",96499,42815,53684,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD-related co-morbidities",NA,"finngen_r2_ILD_COMORB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"888","finn-a-ILD_CORTISONE",96499,1494,95005,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD medications: prednisolone, methylprednisolone, prednisone",NA,"finngen_r2_ILD_CORTISONE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"889","finn-a-ILD_CVDMETABOCOMORB",83570,29886,53684,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD Co-morbidites, CVD and metabolic diseases",NA,"finngen_r2_ILD_CVDMETABOCOMORB.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"890","finn-a-ILD_DIFF_DG",96499,30838,65661,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD differential diagnosis",NA,"finngen_r2_ILD_DIFF_DG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"891","finn-a-ILD_ENDPOINTS",96499,7822,88677,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Interstitial lung disease endpoints",NA,"finngen_r2_ILD_ENDPOINTS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"892","finn-a-ILD_FOR_EXCL",96499,1506,94993,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diagnoses used for exclusion with ILD",NA,"finngen_r2_ILD_FOR_EXCL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"893","finn-a-ILD_HOSPITAL",96499,534,95965,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD, hospital admissions",NA,"finngen_r2_ILD_HOSPITAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"894","finn-a-ILD_HOSPITAL1",96499,466,96033,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD, hospital admissions 1",NA,"finngen_r2_ILD_HOSPITAL1.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"895","finn-a-ILD_HOSPITAL2",96499,324,96175,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD, hospital admission 2",NA,"finngen_r2_ILD_HOSPITAL2.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"896","finn-a-ILD_HOSPITAL3",96499,280,96219,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD, hospital admissions 3",NA,"finngen_r2_ILD_HOSPITAL3.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"897","finn-a-ILD_IMMUNOSUPPRESSIVE",96499,3189,93310,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD medications: immunosuppressive drugs",NA,"finngen_r2_ILD_IMMUNOSUPPRESSIVE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"898","finn-a-ILD_INSUFFICIENCY",96499,1174,95325,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","ILD-related respiratory insufficiency",NA,"finngen_r2_ILD_INSUFFICIENCY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"899","finn-a-ILD_SYST_AUTO_DISEASES",96071,7394,88677,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Autoimmune diseases related-to ILD",NA,"finngen_r2_ILD_SYST_AUTO_DISEASES.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"900","finn-a-INFLUENZA",86604,963,85641,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","All influenza (not pneumonia)",NA,"finngen_r2_INFLUENZA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"901","finn-a-INSULINS",88329,4618,83711,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Insulin medication",NA,"finngen_r2_INSULINS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"902","finn-a-INSULIN_FAST",94993,3112,91881,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Insulin, fast-acting",NA,"finngen_r2_INSULIN_FAST.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"903","finn-a-INSULIN_INTER_AND_LONG",96172,4291,91881,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Insulin, intermediate and long-acting",NA,"finngen_r2_INSULIN_INTER_AND_LONG.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"904","finn-a-INSULIN_SHORTFAST",96499,3258,93241,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Insulin, fast-acting or short human",NA,"finngen_r2_INSULIN_SHORTFAST.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"905","finn-a-INSULIN_SHORT_HUMAN",93781,1900,91881,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Insuling, fast-acting (human)",NA,"finngen_r2_INSULIN_SHORT_HUMAN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"906","finn-a-INV_VENT",95048,184,94864,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Invasive ventilation",NA,"finngen_r2_INV_VENT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"907","finn-a-IPF",63495,283,63212,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Idiopathic pulmonary fibrosis (attempt to specificity)",NA,"finngen_r2_IPF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"908","finn-a-IV_ENDOCRIN_NUTRIT",96499,21128,75371,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endocrine, nutritional and metabolic diseases",NA,"finngen_r2_IV_ENDOCRIN_NUTRIT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"909","finn-a-IX_CIRCULATORY",96499,39827,56672,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diseases of the circulatory system",NA,"finngen_r2_IX_CIRCULATORY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"910","finn-a-I_INFECT_PARASIT",96499,22729,73770,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Certain infectious and parasitic diseases",NA,"finngen_r2_I_INFECT_PARASIT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"911","finn-a-J10_ACUTELOWERNAS",93797,907,92890,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unspecified acute lower respiratory infection",NA,"finngen_r2_J10_ACUTELOWERNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
